"2020/07/30 16:47:38:327" "DEBUG  " "   Seq Log     " "Reached pos --> x: -88.83067, y: -344.2244, z: -6.378994, pitch: -62.132"
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " " +PNB.TESTER.B04.02.SOCKET.A01"
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.01"
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " " -PNB.TESTER.B04.02.SOCKET.A01"
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.01"
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:55:18:318" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:55:18:334" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:55:18:334" "DEBUG  " "   Seq Log     " "sSourceTesterNo_Local: 2"
"2020/07/30 16:55:18:334" "DEBUG  " "   Seq Log     " "TIUnumber: 0"
"2020/07/30 16:55:18:334" "DEBUG  " "   Seq Log     " "TIUnumber is 0"
"2020/07/30 16:55:18:334" "DEBUG  " "   Seq Log     " "Move Y & Z to socket 2 standby position"
"2020/07/30 16:55:18:348" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:55:18:364" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.7161, y: -333.6216, z: -6.379011, pitch: -62.1325"
"2020/07/30 16:55:18:364" "DEBUG  " "   Seq Log     " "Move X to socket 2 standby position"
"2020/07/30 16:55:18:694" "DEBUG  " "   Seq Log     " "Reached pos --> x: -744.5128, y: -333.6109, z: -6.379011, pitch: -62.1325"
"2020/07/30 16:55:18:694" "DEBUG  " "   Seq Log     " "Move XY to socket 2 pick position"
"2020/07/30 16:55:18:694" "DEBUG  " "   Seq Log     " "XY socket pick pos: -743.716, -676.891, XY AO: -8.44668e-2, -1.5829e-2, X pick offset: 0.0"
"2020/07/30 16:55:18:694" "DEBUG  " "   Seq Log     " "Final XYZ socket pick pos to be moved --> x: -743.6315332, y: -676.906829, z: -15.73"
"2020/07/30 16:55:19:144" "DEBUG  " "   Seq Log     " "Reached pos --> x: -743.6287, y: -676.4384, z: -6.379, pitch: -62.1355"
"2020/07/30 16:55:19:144" "DEBUG  " "   Seq Log     " "Move Z to socket 2 pick position & Pick Head 2 down, vacuum ON"
"2020/07/30 16:55:19:878" "DEBUG  " "   Seq Log     " "Reached pos --> x: -743.6324, y: -676.9079, z: -15.730001, pitch: -62.1325"
"2020/07/30 16:55:19:878" "DEBUG  " "   Seq Log     " "Unit Count : 17597.0"
"2020/07/30 16:55:19:894" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick heads up"
"2020/07/30 16:55:20:118" "DEBUG  " "   Seq Log     " "Reached pos --> x: -743.6288, y: -676.9033, z: -6.567879, pitch: -62.132"
"2020/07/30 16:55:20:118" "DEBUG  " "   Seq Log     " "Check fail to pick"
"2020/07/30 16:55:20:118" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3883, pressure -90.4278695028535"
"2020/07/30 16:55:20:118" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3904, pressure -90.1837214270455"
"2020/07/30 16:55:20:118" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9903, pressure 8.22473830378101e-1"
"2020/07/30 16:55:20:118" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9856, pressure 1.35807367168184e-1"
"2020/07/30 16:55:20:134" "DEBUG  " "   Seq Log     " "Pick unit from socket 2 to standby done"
"2020/07/30 16:55:20:134" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:55:20:134" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:55:20:134" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:55:20:163" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:55:20:178" "DEBUG  " "   Seq Log     " "sDestTesterNo_Local: 2"
"2020/07/30 16:55:20:178" "DEBUG  " "   Seq Log     " "TIUnumber: 2"
"2020/07/30 16:55:20:178" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:55:20:178" "DEBUG  " "   Seq Log     " "Reached pos --> x: -743.6288, y: -676.9074, z: -6.383423, pitch: -62.132"
"2020/07/30 16:55:20:178" "DEBUG  " "   Seq Log     " "Move X to socket 2 standby position"
"2020/07/30 16:55:20:508" "DEBUG  " "   Seq Log     " "Reached pos --> x: -830.8852, y: -676.916, z: -6.379, pitch: -62.1325"
"2020/07/30 16:55:20:523" "DEBUG  " "   Seq Log     " "Move X and Y to socket 2 place position"
"2020/07/30 16:55:20:523" "DEBUG  " "   Seq Log     " "XY socket place pos: -831.716, -676.891, XY AO: -8.44668e-2, -1.12629e-1, X pick offset: 0.0"
"2020/07/30 16:55:20:523" "DEBUG  " "   Seq Log     " "Final XYZ socket place pos to be moved --> x: -831.6315332, y: -677.003629, z: -11.65"
"2020/07/30 16:55:20:568" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.5188, y: -676.9331, z: -6.378994, pitch: -62.1325"
"2020/07/30 16:55:20:568" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:55:20:568" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3870, pressure -90.9466841639454"
"2020/07/30 16:55:20:568" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3894, pressure -90.5804620502335"
"2020/07/30 16:55:20:568" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9909, pressure 1.20395519882811"
"2020/07/30 16:55:20:568" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9864, pressure 5.17288735618138e-1"
"2020/07/30 16:55:20:568" "DEBUG  " "   Seq Log     " "Move Z to socket 2 place position and pick head 1 down"
"2020/07/30 16:55:20:734" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6578, y: -677.0539, z: -10.85285, pitch: -62.1315"
"2020/07/30 16:55:21:243" "DEBUG  " "   Seq Log     " "Pick Head 1 purge"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "When Drop, Pick Head 1 purge 7.00247199926756kPa"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "PickHead1_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "PickHead2_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "PickHead3_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "PickHead4_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "bHead1PurgeSwOn TRUE"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "bHead2PurgeSwOn TRUE"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "bHead3PurgeSwOn TRUE"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "bHead4PurgeSwOn TRUE"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "bHeadGotIC TRUE"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "bHeadGotIC TRUE"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:55:21:334" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick head 1 up"
"2020/07/30 16:55:21:528" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 1 purge 8.46736045411541kPa"
"2020/07/30 16:55:21:528" "DEBUG  " "   Seq Log     " "Pick Head 1 purge off"
"2020/07/30 16:55:21:528" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6315, y: -676.9895, z: -6.515528, pitch: -62.1325"
"2020/07/30 16:55:21:528" "DEBUG  " "   Seq Log     " "bHead1PurgeMonitor FALSE"
"2020/07/30 16:55:21:528" "DEBUG  " "   Seq Log     " "bHead2PurgeMonitor FALSE"
"2020/07/30 16:55:21:528" "DEBUG  " "   Seq Log     " "bHead3PurgeMonitor FALSE"
"2020/07/30 16:55:21:528" "DEBUG  " "   Seq Log     " "bHead4PurgeMonitor FALSE"
"2020/07/30 16:55:21:648" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 8498, pressure -19.899594103824"
"2020/07/30 16:55:21:648" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 4290, pressure -84.1715750602741"
"2020/07/30 16:55:21:648" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9909, pressure 1.14291817987612"
"2020/07/30 16:55:21:648" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9865, pressure 4.25733207190149e-1"
"2020/07/30 16:55:21:648" "DEBUG  " "   Seq Log     " "Move Y to socket 2 standby position"
"2020/07/30 16:55:22:144" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6326, y: -294.0849, z: -6.378971, pitch: -62.1305"
"2020/07/30 16:55:22:144" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:55:22:144" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:55:22:158" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:55:22:158" "DEBUG  " "   Seq Log     " "Place unit from standby to socket 2 done"
"2020/07/30 16:55:22:158" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:55:22:338" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.04.02,PNB.CELL.B04.HEAD.02,1,0,"
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.04.02"
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.04.02"
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:55:22:338" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:55:22:368" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:55:22:384" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6315, y: -293.6216, z: -6.379, pitch: -62.1305"
"2020/07/30 16:55:22:384" "DEBUG  " "   Seq Log     " "Move XY to buffer 1 place position"
"2020/07/30 16:55:22:384" "DEBUG  " "   Seq Log     " "XY tray place pos: -87.995, -224.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:55:22:384" "DEBUG  " "   Seq Log     " "Final XYZ tray place pos to be moved --> x: -87.995, y: -224.238, z: -16.078"
"2020/07/30 16:55:23:134" "DEBUG  " "   Seq Log     " "Reached pos --> x: -88.80643, y: -224.2266, z: -6.378983, pitch: -62.1325"
"2020/07/30 16:55:23:134" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:55:23:134" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9821, pressure -1.08340708639815e-1"
"2020/07/30 16:55:23:134" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3897, pressure -90.5041657765435"
"2020/07/30 16:55:23:134" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9898, pressure 1.08188116092413"
"2020/07/30 16:55:23:134" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9850, pressure 4.10473952452151e-1"
"2020/07/30 16:55:23:163" "DEBUG  " "   Seq Log     " "Pick Head 2 down"
"2020/07/30 16:55:23:358" "DEBUG  " "   Seq Log     " "Reached pos --> x: -87.99221, y: -224.2372, z: -15.414625, pitch: -62.1325"
"2020/07/30 16:55:23:868" "DEBUG  " "   Seq Log     " "Unit Count : 17598.0"
"2020/07/30 16:55:23:868" "DEBUG  " "   Seq Log     " "Pick Head 2 purge"
"2020/07/30 16:55:23:958" "DEBUG  " "   Seq Log     " "When Drop, Pick Head 2 purge 7.21610156559953kPa"
"2020/07/30 16:55:23:958" "DEBUG  " "   Seq Log     " "Z move to standby and pick heads cylinder up"
"2020/07/30 16:55:24:168" "DEBUG  " "   Seq Log     " "Reached pos --> x: -87.99565, y: -224.2297, z: -6.660874, pitch: -62.1325"
"2020/07/30 16:55:24:168" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 2 purge 8.17743461409344kPa"
"2020/07/30 16:55:24:168" "DEBUG  " "   Seq Log     " "Head 2 purge off"
"2020/07/30 16:55:24:288" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9825, pressure -7.78221991637906e-2"
"2020/07/30 16:55:24:288" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 8716, pressure -17.0003357036042"
"2020/07/30 16:55:24:288" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9903, pressure 1.11239967040012"
"2020/07/30 16:55:24:288" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9860, pressure 4.56251716666145e-1"
"2020/07/30 16:55:24:288" "DEBUG  " "   Seq Log     " "Place unit from standby to buffer lane 1 done"
"2020/07/30 16:55:24:303" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.04.02,PNB.CELL.B04.HEAD.02,1,0,Gang 0 "
"2020/07/30 16:55:24:303" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:55:24:303" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.04.02,PNB.CELL.B04.HEAD.02,1,0,Gang 0 "
"2020/07/30 16:55:24:303" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:55:24:588" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.LANE.01.TRAY.05.02,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,"
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.05.02"
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.01"
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.05.02"
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.01"
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:55:24:588" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:55:24:618" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:55:24:633" "DEBUG  " "   Seq Log     " "Reached pos --> x: -87.99503, y: -224.2375, z: -6.379006, pitch: -62.1325"
"2020/07/30 16:55:24:633" "DEBUG  " "   Seq Log     " "Arm move to buffer 1 pick position"
"2020/07/30 16:55:24:633" "DEBUG  " "   Seq Log     " "XY tray pick pos: -175.995, -184.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:55:24:633" "DEBUG  " "   Seq Log     " "Final XY tray pick pos to be moved --> x: -175.995, y: -184.238"
"2020/07/30 16:55:24:963" "DEBUG  " "   Seq Log     " "Reached pos --> x: -175.226, y: -184.2423, z: -6.379011, pitch: -62.1325"
"2020/07/30 16:55:24:978" "DEBUG  " "   Seq Log     " "Pick Head 1 down, vacuum ON"
"2020/07/30 16:55:24:978" "DEBUG  " "   Seq Log     " "Move Z to buffer 1 pick position"
"2020/07/30 16:55:25:773" "DEBUG  " "   Seq Log     " "Reached pos --> x: -175.9952, y: -184.2389, z: -19.178, pitch: -62.1325"
"2020/07/30 16:55:25:773" "DEBUG  " "   Seq Log     " "Unit Count : 17598.0"
"2020/07/30 16:55:25:773" "DEBUG  " "   Seq Log     " "Z move to standby and pick heads cylinder up"
"2020/07/30 16:55:25:998" "DEBUG  " "   Seq Log     " "Reached pos --> x: -175.9962, y: -184.2397, z: -7.002474, pitch: -62.1325"
"2020/07/30 16:55:25:998" "DEBUG  " "   Seq Log     " "Check fail to pick"
"2020/07/30 16:55:25:998" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3872, pressure -90.9314249092074"
"2020/07/30 16:55:25:998" "DEBUG  " "   Seq Log     " "Head 2: vacuum on FALSE, analog 9789, pressure -4.44044312875775e-1"
"2020/07/30 16:55:25:998" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9905, pressure 1.11239967040012"
"2020/07/30 16:55:25:998" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9862, pressure 4.56251716666145e-1"
"2020/07/30 16:55:26:013" "DEBUG  " "   Seq Log     " "Pick unit from buffer lane 1 to standby done"
"2020/07/30 16:55:26:013" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.LANE.01.TRAY.05.02,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,Gang 0 "
"2020/07/30 16:55:26:013" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:55:26:013" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.LANE.01.TRAY.05.02,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,Gang 0 "
"2020/07/30 16:55:26:013" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:55:29:014" "DEBUG  " "   Seq Log     " "StartStage >>> Move Y, Z and pitch to socket standby position"
"2020/07/30 16:55:29:029" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:55:29:374" "DEBUG  " "   Seq Log     " "Reached pos --> x: -175.9966, y: -333.2547, z: -6.379011, pitch: -62.1305"
"2020/07/30 16:55:29:374" "DEBUG  " "   Seq Log     " "iStageTC: 1"
"2020/07/30 16:55:29:374" "DEBUG  " "   Seq Log     " "Move X to socket standby position"
"2020/07/30 16:55:29:644" "DEBUG  " "   Seq Log     " "Reached pos --> x: -227.6794, y: -333.6378, z: -6.379, pitch: -62.1325"
"2020/07/30 16:55:29:644" "DEBUG  " "   Seq Log     " "1, Stage completed"
"2020/07/30 16:55:29:659" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:55:49:984" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " +PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " -PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:55:49:984" "INFO   " "Cmd from TA[2] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " +PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " -PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.01"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:55:49:984" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:55:49:999" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:55:49:999" "DEBUG  " "   Seq Log     " "sSourceTesterNo_Local: 1"
"2020/07/30 16:55:49:999" "DEBUG  " "   Seq Log     " "TIUnumber: 0"
"2020/07/30 16:55:49:999" "DEBUG  " "   Seq Log     " "TIUnumber is 0"
"2020/07/30 16:55:49:999" "DEBUG  " "   Seq Log     " "Move Y & Z to socket 1 standby position"
"2020/07/30 16:55:50:014" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:55:50:029" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.4391, y: -333.6221, z: -6.379, pitch: -62.1325"
"2020/07/30 16:55:50:029" "DEBUG  " "   Seq Log     " "Move X to socket 1 standby position"
"2020/07/30 16:55:50:359" "DEBUG  " "   Seq Log     " "Reached pos --> x: -141.2719, y: -333.6106, z: -6.379006, pitch: -62.1325"
"2020/07/30 16:55:50:359" "DEBUG  " "   Seq Log     " "Move XY to socket 1 pick position"
"2020/07/30 16:55:50:359" "DEBUG  " "   Seq Log     " "XY socket pick pos: -140.439, -676.774, XY AO: -7.6788e-2, -1.439e-2, X pick offset: 0.0"
"2020/07/30 16:55:50:359" "DEBUG  " "   Seq Log     " "Final XYZ socket pick pos to be moved --> x: -140.362212, y: -676.78839, z: -14.926"
"2020/07/30 16:55:50:809" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3679, y: -676.2785, z: -6.379006, pitch: -62.1355"
"2020/07/30 16:55:50:809" "DEBUG  " "   Seq Log     " "Move Z to socket 1 pick position & Pick Head 2 down, vacuum ON"
"2020/07/30 16:55:51:544" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3619, y: -676.7888, z: -14.925985, pitch: -62.1325"
"2020/07/30 16:55:51:544" "DEBUG  " "   Seq Log     " "Unit Count : 17598.0"
"2020/07/30 16:55:51:559" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick heads up"
"2020/07/30 16:55:51:769" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3626, y: -676.765, z: -6.579512, pitch: -62.132"
"2020/07/30 16:55:51:769" "DEBUG  " "   Seq Log     " "Check fail to pick"
"2020/07/30 16:55:51:769" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3872, pressure -91.0077211828974"
"2020/07/30 16:55:51:769" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3901, pressure -90.5346842860195"
"2020/07/30 16:55:51:769" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9893, pressure 8.52992339854097e-1"
"2020/07/30 16:55:51:769" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9849, pressure 2.27362895596173e-1"
"2020/07/30 16:55:51:784" "DEBUG  " "   Seq Log     " "Pick unit from socket 1 to standby done"
"2020/07/30 16:55:51:799" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:55:51:799" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:55:51:799" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:55:51:814" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:55:51:829" "DEBUG  " "   Seq Log     " "sDestTesterNo_Local: 1"
"2020/07/30 16:55:51:829" "DEBUG  " "   Seq Log     " "TIUnumber: 1"
"2020/07/30 16:55:51:844" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
